SMILES,value,fold,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_1,mean_prediction,std_prediction
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,-6.424324989318848,-6.1974616050720215,-6.2194671630859375,-6.360918045043945,-6.158611297607422,,-6.272156620025635,0.11432614263502183
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-6.402704238891602,-5.589068412780762,-5.505932807922363,-5.920264720916748,-5.810356140136719,,-5.8456652641296385,0.3529746161258355
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.75,1,-6.2664031982421875,-6.365718364715576,-6.44782829284668,-6.527167320251465,-6.2330241203308105,,-6.368028259277343,0.12273181358288153
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.26,1,-6.444290637969971,-5.670194625854492,-6.116183280944824,-6.664571762084961,-6.353121280670166,,-6.249672317504883,0.37892388607597666
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.78,1,-5.873055458068848,-5.562585830688477,-5.795027732849121,-5.547792434692383,-5.424309730529785,,-5.6405542373657225,0.1866577011852288
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-6.09,1,-6.129519462585449,-5.866636276245117,-5.796208381652832,-5.982177257537842,-5.810463905334473,,-5.917001056671142,0.13954359182003645
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.0,1,-5.962538719177246,-5.509349346160889,-5.7688493728637695,-6.222991466522217,-5.29183292388916,,-5.751112365722657,0.36642617041067843
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.84,1,-6.075525283813477,-5.707864761352539,-5.564618110656738,-5.958754539489746,-6.15990686416626,,-5.893333911895752,0.2504933018993207
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.22,1,-5.467001438140869,-5.457165241241455,-5.516956329345703,-5.700092315673828,-5.2626776695251465,,-5.480778598785401,0.15630319155252476
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.89,1,-5.980081081390381,-5.492295742034912,-6.033084869384766,-6.576657295227051,-5.294296741485596,,-5.875283145904541,0.5029995631697284
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.34,1,-6.737873554229736,-6.407981872558594,-6.219918251037598,-6.544713497161865,-5.763876914978027,,-6.334872817993164,0.3711598414513164
CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@H](C)C1=O,-5.31,1,-6.889428615570068,-6.029650688171387,-6.275143623352051,-6.359607696533203,-6.279264450073242,,-6.366619014739991,0.3173819692465379
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,-5.12,1,-5.913697242736816,-5.385400295257568,-5.43536901473999,-5.541879653930664,-5.381247520446777,,-5.531518745422363,0.22324009803301945
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.6,1,-6.120367050170898,-5.667383193969727,-6.012085914611816,-5.517827987670898,-5.815003871917725,,-5.826533603668213,0.24572784709403306
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.73,1,-6.067743301391602,-5.545889854431152,-5.508310794830322,-5.657129764556885,-5.654539108276367,,-5.6867225646972654,0.22290857003847622
CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc2cccc3ccccc23)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.99,1,-6.186869144439697,-5.7865986824035645,-6.05665397644043,-5.821171760559082,-5.723402976989746,,-5.914939308166504,0.19747070569184447
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-6.03,1,-6.273585319519043,-5.601322174072266,-5.808016300201416,-6.070465564727783,-5.423521041870117,,-5.835382080078125,0.3436745423045802
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.93,1,-5.481701374053955,-5.569965362548828,-6.196658134460449,-6.135727882385254,-5.6707258224487305,,-5.8109557151794435,0.3318103791539133
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.38,1,-6.351097106933594,-5.5298967361450195,-5.703227996826172,-5.528219699859619,-5.756773471832275,,-5.773843002319336,0.3385043340407419
CC(C)C[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.33,1,-5.389853000640869,-5.506258010864258,-5.85456657409668,-5.819389343261719,-5.339261531829834,,-5.581865692138672,0.24094886886359224
