SMILES,value,fold,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_1,mean_prediction,std_prediction
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,-5.829366207122803,-6.117854118347168,-6.169529438018799,-6.482701778411865,-6.583390712738037,,-6.236568450927734,0.30218714630062005
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-5.765980243682861,-5.611579418182373,-5.612775802612305,-5.854687690734863,-6.057742118835449,,-5.7805530548095705,0.18657664947236713
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.75,1,-6.456152439117432,-6.7999420166015625,-6.651919841766357,-7.053552150726318,-7.090165138244629,,-6.81034631729126,0.26837853441197373
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.26,1,-6.136302471160889,-5.546640396118164,-6.011682033538818,-6.754772663116455,-6.501769542694092,,-6.190233421325684,0.4649624818200472
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.78,1,-6.3019185066223145,-5.812118053436279,-5.7134928703308105,-6.502193927764893,-6.188363075256348,,-6.1036172866821286,0.3326174320988098
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-6.09,1,-5.769161701202393,-6.047941207885742,-5.795108795166016,-5.797379970550537,-5.995410442352295,,-5.881000423431397,0.13022723378733742
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.0,1,-5.441086292266846,-5.910067558288574,-5.250241756439209,-5.7113728523254395,-6.043592929840088,,-5.671272277832031,0.32691979056400533
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.84,1,-5.577637195587158,-5.236240386962891,-5.127599239349365,-6.08958625793457,-5.572635650634766,,-5.52073974609375,0.37583779815551915
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.22,1,-5.302781581878662,-5.27547550201416,-4.894346714019775,-5.202626705169678,-5.469676971435547,,-5.2289814949035645,0.21107905478561173
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.89,1,-5.690922737121582,-5.775944709777832,-5.9326395988464355,-6.039366245269775,-6.4276323318481445,,-5.973301124572754,0.2877159684096659
