SMILES,value,fold,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_1,mean_prediction,std_prediction
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,-5.989264965057373,-6.455694675445557,-6.288333415985107,-5.821348667144775,-6.2098188400268555,,-6.152892112731934,0.2499846448590811
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-5.714752674102783,-5.140927314758301,-6.058889865875244,-5.965888977050781,-6.051239490509033,,-5.786339664459229,0.38677360436048147
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.75,1,-6.147607326507568,-6.6862006187438965,-6.577134609222412,-6.099262237548828,-6.709451198577881,,-6.443931198120117,0.2972974187621306
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.26,1,-6.183258056640625,-5.788299083709717,-6.222400665283203,-6.249812602996826,-6.235428333282471,,-6.135839748382568,0.19585294210533954
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.78,1,-6.031042575836182,-5.840616703033447,-5.620585918426514,-5.394082069396973,-5.561184406280518,,-5.689502334594726,0.2489846305345657
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-6.09,1,-5.763283729553223,-5.303764343261719,-6.1151862144470215,-6.112329483032227,-6.10906982421875,,-5.880726718902588,0.3561706430214798
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.0,1,-5.4660468101501465,-5.2043375968933105,-5.2291364669799805,-5.501689910888672,-5.7007341384887695,,-5.420388984680176,0.20648463053231328
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.84,1,-6.1164374351501465,-5.3367533683776855,-5.399804592132568,-5.614790916442871,-5.887531757354736,,-5.671063613891602,0.3292900360685901
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.22,1,-5.452530860900879,-4.873132228851318,-4.910218715667725,-5.145188331604004,-4.838912010192871,,-5.043996429443359,0.25801688584059335
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.89,1,-5.903599262237549,-5.7102227210998535,-5.324665546417236,-5.536282539367676,-5.662474155426025,,-5.627448844909668,0.21466622991216563
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.34,1,-6.719651699066162,-8.293954849243164,-7.147783279418945,-6.6068830490112305,-6.91084098815918,,-7.135822772979736,0.6791548714468263
CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@H](C)C1=O,-5.31,1,-6.900237560272217,-6.898097515106201,-6.226160526275635,-5.7973761558532715,-6.0569915771484375,,-6.3757726669311525,0.5016060135280449
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,-5.12,1,-6.259010314941406,-5.304257869720459,-5.350050449371338,-5.77253532409668,-5.787365436553955,,-5.694643878936768,0.38869001352496035
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.6,1,-5.692461967468262,-5.78962516784668,-5.610032558441162,-5.72676944732666,-6.122165203094482,,-5.788210868835449,0.1976220561432189
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.73,1,-5.697883605957031,-5.392493724822998,-6.246175765991211,-6.181502819061279,-6.250883102416992,,-5.953787803649902,0.38927768579716576
CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc2cccc3ccccc23)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.99,1,-5.947725772857666,-5.883371829986572,-5.983185768127441,-6.014366626739502,-5.913379192352295,,-5.948405838012695,0.0524814724046144
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-6.03,1,-5.728450298309326,-5.432245254516602,-5.662448406219482,-5.842780590057373,-6.010827541351318,,-5.73535041809082,0.21486271341363786
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.93,1,-6.061473369598389,-6.294258117675781,-6.036218166351318,-5.909178256988525,-6.131687164306641,,-6.086563014984131,0.14124702739595793
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.38,1,-6.105249404907227,-6.102482795715332,-6.0858540534973145,-5.728574752807617,-5.877865314483643,,-5.980005264282227,0.1699563753514289
