SMILES,value,fold,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_1,mean_prediction,std_prediction
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,-5.344662666320801,-5.0465922355651855,-6.278082847595215,-6.321113109588623,-5.543724060058594,,-5.706834983825684,0.5695077227969936
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-6.171153545379639,-5.261898994445801,-5.95838737487793,-6.54934024810791,-5.974557876586914,,-5.983067607879638,0.4681897909465051
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.75,1,-6.074764728546143,-5.810840606689453,-6.646568298339844,-6.331283092498779,-5.630581855773926,,-6.098807716369629,0.4052237140513743
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.26,1,-6.056824684143066,-5.8128252029418945,-6.174615859985352,-6.865141868591309,-6.157866477966309,,-6.213454818725586,0.3918965512126288
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.78,1,-5.719348907470703,-5.403708457946777,-5.735583782196045,-6.017187118530273,-5.309161186218262,,-5.636997890472412,0.2841415057516171
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-6.09,1,-6.015485763549805,-5.552833557128906,-6.2431206703186035,-6.156131744384766,-5.954965591430664,,-5.984507465362549,0.26669759243909164
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.0,1,-5.539875030517578,-4.941607475280762,-5.59831428527832,-5.740849494934082,-5.415146827697754,,-5.447158622741699,0.3059025223489816
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.84,1,-5.284881114959717,-5.001809120178223,-5.508296012878418,-6.366145133972168,-5.352816581726074,,-5.50278959274292,0.5163260970182398
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.22,1,-4.851501941680908,-4.449535846710205,-5.157830715179443,-5.559465408325195,-5.2753190994262695,,-5.058730602264404,0.4247142343521456
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.89,1,-5.312844753265381,-4.964158058166504,-5.554579257965088,-5.81428337097168,-5.249706268310547,,-5.37911434173584,0.32151471425533756
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.34,1,-6.59491491317749,-5.933858394622803,-6.120631694793701,-5.894948959350586,-6.319261074066162,,-6.172723007202149,0.29010672180349917
CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@H](C)C1=O,-5.31,1,-6.340522766113281,-5.682245254516602,-6.656097888946533,-6.560641288757324,-4.540346622467041,,-5.955970764160156,0.8778670231815299
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,-5.12,1,-5.966501712799072,-5.074448585510254,-5.015781402587891,-5.740810394287109,-5.614659309387207,,-5.4824402809143065,0.41915993041214716
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.6,1,-5.891939640045166,-5.758245468139648,-5.89431095123291,-6.176938056945801,-5.905717849731445,,-5.925430393218994,0.15304046742244917
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.73,1,-6.149838447570801,-5.559003829956055,-6.063318252563477,-6.488421440124512,-6.18301248550415,,-6.088718891143799,0.33676113502983496
CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc2cccc3ccccc23)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.99,1,-6.114543437957764,-6.13304328918457,-6.147364616394043,-6.2441301345825195,-5.872169494628906,,-6.10225019454956,0.13802327288250169
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-6.03,1,-5.888346195220947,-5.25286865234375,-5.698465824127197,-6.241955280303955,-5.825479984283447,,-5.781423187255859,0.3576713436233427
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.93,1,-5.786192417144775,-5.756446361541748,-6.0931501388549805,-6.168269157409668,-5.616204261779785,,-5.884052467346192,0.23563930700870878
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.38,1,-6.197196006774902,-5.382126808166504,-6.041784286499023,-6.372869491577148,-5.43386173248291,,-5.885567665100098,0.4517936122323301
CC(C)C[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.33,1,-5.35630989074707,-5.006762981414795,-5.569058895111084,-5.775783538818359,-5.521633625030518,,-5.445909786224365,0.28748676181590244
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.04,1,-6.096664905548096,-5.813426971435547,-5.983874797821045,-6.621992111206055,-5.768329620361328,,-6.056857681274414,0.3423430270586155
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-5.4328083992004395,-4.942566394805908,-5.405145168304443,-5.647200584411621,-5.652379035949707,,-5.416019916534424,0.28890676916063324
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,-5.75,1,-5.583805561065674,-5.4214582443237305,-5.857399940490723,-6.179298400878906,-5.5898051261901855,,-5.726353454589844,0.2975981951456978
C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,-5.71,1,-5.4426469802856445,-4.626581192016602,-6.359572410583496,-6.428272247314453,-5.3790459632873535,,-5.64722375869751,0.7538168843545519
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-6.07,1,-5.546437740325928,-4.979772567749023,-6.137056827545166,-6.1098432540893555,-5.584172248840332,,-5.671456527709961,0.47713769083889296
