SMILES,value,fold,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_1,mean_prediction,std_prediction
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,-6.133756160736084,-6.128774642944336,-5.976351261138916,-6.206412315368652,-6.041225910186768,,-6.097304058074951,0.08944006801669786
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-5.99144983291626,-5.462486743927002,-5.622193813323975,-5.966184139251709,-5.642113208770752,,-5.7368855476379395,0.23173881476115304
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.75,1,-6.95730447769165,-6.2002739906311035,-5.998989582061768,-6.141313076019287,-6.5492706298828125,,-6.369430351257324,0.3859456708629938
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.26,1,-6.478486061096191,-6.139561653137207,-6.0282206535339355,-6.215236186981201,-6.474282741546631,,-6.267157459259034,0.20225476873370973
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.78,1,-6.074635028839111,-5.770615577697754,-5.693760395050049,-6.1087517738342285,-5.926408767700195,,-5.914834308624267,0.18230944792482287
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-6.09,1,-6.066184043884277,-5.56056547164917,-5.661663055419922,-5.721096992492676,-5.7237043380737305,,-5.746642780303955,0.19048077132281058
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.0,1,-5.840261459350586,-5.585165500640869,-5.584994792938232,-6.155768394470215,-5.891409397125244,,-5.811519908905029,0.238885628056825
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.84,1,-5.949766635894775,-5.298040390014648,-5.352304458618164,-5.57163143157959,-5.652779579162598,,-5.564904499053955,0.2609125215400892
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.22,1,-5.656460762023926,-5.000323295593262,-5.214128017425537,-5.409844875335693,-4.9108476638793945,,-5.238320922851562,0.30361500867638874
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.89,1,-6.006000995635986,-6.0932297706604,-5.732518196105957,-6.034713268280029,-5.692387104034424,,-5.911769866943359,0.18519060475863264
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.34,1,-7.194678783416748,-7.006505489349365,-6.393017768859863,-6.576837539672852,-6.613175868988037,,-6.756843090057373,0.33145231215184257
CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@H](C)C1=O,-5.31,1,-6.431919097900391,-7.126908779144287,-7.3652520179748535,-7.012917995452881,-7.559987545013428,,-7.099397087097168,0.4291225951719912
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,-5.12,1,-6.020603656768799,-5.247048854827881,-5.3928542137146,-5.351385593414307,-5.457894802093506,,-5.493957424163819,0.3042076571708589
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.6,1,-6.211158752441406,-6.170727252960205,-5.751345157623291,-6.518298625946045,-6.452238082885742,,-6.220753574371338,0.30209977265568055
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.73,1,-6.009358882904053,-5.617310047149658,-5.703181743621826,-5.859020709991455,-5.856357097625732,,-5.809045696258545,0.15234088342274152
CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc2cccc3ccccc23)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.99,1,-5.8551716804504395,-6.186302661895752,-5.826174259185791,-6.009515762329102,-5.904553413391113,,-5.95634355545044,0.1462621678844605
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-6.03,1,-6.0359721183776855,-5.800734043121338,-5.81013298034668,-6.279819011688232,-6.309478282928467,,-6.047227287292481,0.2449356056216002
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.93,1,-6.3175272941589355,-6.165560245513916,-6.0114312171936035,-6.240769386291504,-6.304443836212158,,-6.207946395874023,0.12531149104814085
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.38,1,-6.523021697998047,-6.446979522705078,-6.049141883850098,-5.917843341827393,-6.0781354904174805,,-6.203024387359619,0.2657619597844486
