SMILES,value,fold,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_1,mean_prediction,std_prediction
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,-5.5398054122924805,-5.971163749694824,-5.963619232177734,-5.997803688049316,-5.899273872375488,,-5.874333190917969,0.1904757138078303
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-5.778463363647461,-5.232999324798584,-5.741288185119629,-5.542841911315918,-5.950924396514893,,-5.649303436279297,0.2742087954660122
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.75,1,-6.19308614730835,-6.247715473175049,-6.282628059387207,-6.044464111328125,-5.915565013885498,,-6.136691761016846,0.15346577168266412
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.26,1,-6.251737594604492,-6.154200553894043,-6.171465873718262,-6.368342399597168,-6.229109287261963,,-6.234971141815185,0.08464658089591745
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.78,1,-5.997802734375,-5.194326877593994,-5.614432334899902,-5.212642669677734,-5.381813049316406,,-5.480203533172608,0.335007936283192
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-6.09,1,-5.791718482971191,-5.548934459686279,-5.895448684692383,-5.5884785652160645,-5.767146587371826,,-5.718345355987549,0.14551305793398406
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.0,1,-5.475772380828857,-4.875162601470947,-5.709712505340576,-5.486802101135254,-5.668316841125488,,-5.443153285980225,0.33441556710706277
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.84,1,-5.369527339935303,-5.522111415863037,-5.569761276245117,-5.3305158615112305,-5.431584358215332,,-5.444700050354004,0.1006153771610156
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.22,1,-5.129883289337158,-4.5141682624816895,-5.1961259841918945,-4.85769510269165,-5.512969970703125,,-5.042168521881104,0.37612016070574417
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.89,1,-5.51944637298584,-5.389735698699951,-5.676723957061768,-4.974123477935791,-5.195983409881592,,-5.351202583312988,0.2747892747292885
