SMILES,value,fold,prediction_2,prediction_3,prediction_4,prediction_5,prediction_6,prediction_1,mean_prediction,std_prediction
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.13,1,-5.867579936981201,-6.314733028411865,-6.70338249206543,-6.522533893585205,-5.076231956481934,,-6.096892261505127,0.6501514052280442
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-5.91942024230957,-5.8482842445373535,-5.120258808135986,-5.393608093261719,-5.233340740203857,,-5.502982425689697,0.3618703330578981
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.75,1,-6.6432719230651855,-6.586851596832275,-6.770330429077148,-6.886562347412109,-5.519252300262451,,-6.481253719329834,0.5501563342538597
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.26,1,-6.831002712249756,-6.44910192489624,-6.398418426513672,-6.289170742034912,-6.355254173278809,,-6.464589595794678,0.21307455994047608
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.78,1,-6.251274108886719,-6.504973411560059,-6.036928176879883,-6.493337631225586,-4.929835319519043,,-6.0432697296142575,0.6516850521254145
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-6.09,1,-6.221911430358887,-6.084414958953857,-5.118550777435303,-5.816765785217285,-5.497319221496582,,-5.747792434692383,0.4476446030979481
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,-5.0,1,-5.682543754577637,-5.633787631988525,-5.123829364776611,-5.963997840881348,-5.321042537689209,,-5.545040225982666,0.32783469900591206
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.84,1,-5.731530666351318,-5.968225955963135,-5.597107410430908,-5.252101421356201,-5.2484588623046875,,-5.55948486328125,0.31197205359935554
CC(C)C[C@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-5.22,1,-5.366334438323975,-5.508184432983398,-4.68784236907959,-5.657650470733643,-4.930126667022705,,-5.230027675628662,0.40703731146927913
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-4.89,1,-5.766744136810303,-5.417388916015625,-5.684659004211426,-6.548343658447266,-4.661180019378662,,-5.615663146972656,0.6796744702087518
CCCCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.34,1,-6.140408039093018,-6.465094089508057,-6.347317695617676,-6.200686454772949,-4.8748321533203125,,-6.005667686462402,0.644742901125791
CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccc3c(c2)OCO3)CC(=O)N[C@H](C)C1=O,-5.31,1,-6.809109210968018,-6.59462833404541,-6.170936584472656,-6.768668174743652,-5.624406814575195,,-6.393549823760987,0.4987418098886081
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,-5.12,1,-6.165154933929443,-5.81453800201416,-5.553482532501221,-5.718051910400391,-5.753601551055908,,-5.800965785980225,0.22537967011147916
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,-5.6,1,-6.69479513168335,-6.740813732147217,-5.2925872802734375,-6.137666702270508,-5.4182868003845215,,-6.056829929351807,0.6843194027553875
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.73,1,-6.1111979484558105,-5.75238037109375,-5.190354347229004,-5.729353427886963,-5.080732345581055,,-5.572803688049317,0.4286681963207501
CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](Cc2cccc3ccccc23)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.99,1,-5.891335964202881,-6.411907196044922,-5.487585544586182,-5.5063700675964355,-5.206408500671387,,-5.7007214546203615,0.466278812593648
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,-6.03,1,-6.367862224578857,-6.236685276031494,-5.7881975173950195,-5.749173164367676,-5.356118202209473,,-5.8996072769165036,0.4072183703366451
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.93,1,-6.569657802581787,-6.003116607666016,-5.869047164916992,-7.045816421508789,-5.185750961303711,,-6.134677791595459,0.7084686508717345
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.38,1,-6.060791492462158,-6.214486598968506,-6.557231903076172,-6.690900802612305,-5.155631065368652,,-6.135808372497559,0.603798548175915
CC(C)C[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.33,1,-6.33685827255249,-5.484062671661377,-5.479667663574219,-5.536011695861816,-5.175388336181641,,-5.602397727966308,0.43452338019406367
CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.04,1,-6.740222454071045,-6.403029918670654,-6.342411994934082,-5.896265029907227,-6.261867523193359,,-6.328759384155274,0.3027087096129595
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.63,1,-6.261812686920166,-5.864871978759766,-5.64055061340332,-6.020285606384277,-4.913410663604736,,-5.740186309814453,0.5146798641963051
CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,-5.75,1,-5.887061595916748,-6.102405548095703,-5.349982738494873,-5.371859073638916,-5.314330101013184,,-5.605127811431885,0.3642967289435097
C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N1C,-5.71,1,-5.40465784072876,-5.182361125946045,-5.1933979988098145,-5.608247756958008,-5.182953834533691,,-5.3143237113952635,0.18963570072099858
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-6.07,1,-5.553442001342773,-5.6817240715026855,-5.784571647644043,-6.151389122009277,-5.341676235198975,,-5.702560615539551,0.30045003588278146
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.2,1,-6.487814426422119,-6.502896785736084,-5.907391548156738,-6.67620849609375,-5.2873711585998535,,-6.172336483001709,0.5735945641303896
C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N1C,-7.79,1,-5.973402500152588,-4.960886478424072,-5.757955551147461,-5.870731830596924,-5.218767166137695,,-5.556348705291748,0.4421403896909321
CC(C)C[C@@H]1C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,-6.15,1,-6.071262836456299,-6.021512031555176,-5.575069904327393,-6.0898895263671875,-5.262847900390625,,-5.804116439819336,0.36936710896259
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-5.88,1,-5.247827053070068,-5.506822109222412,-6.183326721191406,-6.408977508544922,-5.810590744018555,,-5.831508827209473,0.4753391823091432
CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N1C,-5.56,1,-5.908777713775635,-6.226609706878662,-5.260347843170166,-5.538967132568359,-5.271290302276611,,-5.641198539733887,0.42030806167070345
CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.57,1,-6.030055522918701,-5.773411750793457,-5.579669952392578,-5.2063446044921875,-5.5743536949157715,,-5.632767105102539,0.30236012734598916
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.29,1,-6.292447566986084,-6.6940598487854,-6.112615585327148,-6.291324138641357,-5.090243339538574,,-6.0961380958557125,0.6012988422627124
CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.46,1,-5.474907398223877,-4.728903293609619,-4.568704605102539,-5.612257957458496,-5.101141929626465,,-5.097183036804199,0.4535727510418323
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-6.26,1,-6.739472389221191,-6.3662943840026855,-6.777345180511475,-7.1776580810546875,-5.819746971130371,,-6.576103401184082,0.5111630331527233
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.2,1,-5.597787857055664,-5.19029426574707,-5.861016750335693,-6.5840349197387695,-4.993417739868164,,-5.645310306549073,0.624899005517296
CC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N1C,-5.38,1,-6.271083354949951,-6.245509147644043,-5.507439613342285,-5.814613342285156,-4.6035003662109375,,-5.688429164886474,0.6847580183862748
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.89,1,-6.0337371826171875,-5.5157294273376465,-5.30632209777832,-5.777515888214111,-5.357050895690918,,-5.598071098327637,0.3049564468082224
CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,-5.32,1,-5.201674461364746,-5.5652174949646,-4.849729537963867,-5.0791916847229,-5.00389289855957,,-5.139941215515137,0.269765349577437
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-6.77,1,-6.6558427810668945,-6.334810256958008,-6.400254249572754,-6.683424949645996,-6.029540061950684,,-6.420774459838867,0.26698205592236174
CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-4.98,1,-5.497346878051758,-5.454705715179443,-5.406469345092773,-4.850925445556641,-5.018501281738281,,-5.245589733123779,0.29168581905632085
CCCCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@H]2C(=O)N(CCCOC(C)C)CC(=O)N[C@@H](Cc2ccccc2)C1=O,-4.92,1,-5.728348255157471,-5.151838779449463,-5.890895843505859,-5.705410480499268,-4.364748477935791,,-5.368248367309571,0.6265691785158148
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,-5.69,1,-6.08829927444458,-6.341041088104248,-4.955802917480469,-5.995365142822266,-5.1587114334106445,,-5.707843971252442,0.6114461426185422
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.43,1,-5.748073101043701,-5.919095039367676,-6.480205535888672,-6.213229179382324,-5.383098602294922,,-5.948740291595459,0.4223465285380973
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,-5.21,1,-5.574926853179932,-5.4961018562316895,-5.847129821777344,-6.610950946807861,-5.14412784576416,,-5.734647464752197,0.5503835423638748
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.74,1,-6.426645278930664,-6.406498432159424,-6.062935829162598,-6.3439812660217285,-5.389795303344727,,-6.1259712219238285,0.4366226137648596
CC(C)C[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,-4.93,1,-6.3224053382873535,-5.258387565612793,-4.895112991333008,-5.877915859222412,-4.725303649902344,,-5.415825080871582,0.6723397854885609
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.33,1,-5.938079357147217,-6.082407474517822,-6.489805221557617,-6.793941497802734,-5.181729793548584,,-6.097192668914795,0.6130276240060886
CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-4.91,1,-6.2997541427612305,-6.469395160675049,-6.139614582061768,-6.786401748657227,-4.910193920135498,,-6.121071910858154,0.718068513182849
CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.9,1,-6.43874979019165,-5.993587970733643,-5.742164134979248,-6.0617170333862305,-4.929341793060303,,-5.833112144470215,0.5634452130607291
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-6.56,1,-6.580043315887451,-6.388340473175049,-6.670758247375488,-6.899654388427734,-5.872544288635254,,-6.482268142700195,0.3872613353709164
CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.65,1,-6.499817848205566,-6.351587772369385,-6.402850151062012,-7.185671329498291,-5.461366653442383,,-6.3802587509155275,0.6141414500451244
CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,-5.45,1,-5.471078395843506,-4.6900715827941895,-4.450156211853027,-5.091386318206787,-5.05020809173584,,-4.95058012008667,0.3933698511464464
CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.73,1,-6.360424995422363,-6.4175543785095215,-5.831531524658203,-6.331083297729492,-5.0896172523498535,,-6.0060422897338865,0.5636643093300298
CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.39,1,-6.0211873054504395,-6.368178844451904,-6.28350830078125,-6.684057235717773,-5.064404010772705,,-6.0842671394348145,0.6172825371901167
